system,workload,file_name,file_path,n_samples,n_features,target_name,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max
xz,uiq-32.bin,uiq-32.bin.csv,datasets\xz\uiq-32.bin.csv,1999,33,time,6.145847425326284,0.31223941572958414,5.503124347302553,6.876638777162765,10.532493996704044,0.8833470900867071,8.203085462268515,12.268758140873036,30.35147330045108,2.9596155661120096,21.65992852179236,34.53127118099771
xz,uiq2-16.bin,uiq2-16.bin.csv,datasets\xz\uiq2-16.bin.csv,1999,33,time,6.606519347133306,0.3219571680129913,6.050541408145925,7.464884325621431,5.007003026499522,0.4326619233221426,4.229278175033076,5.8854486030754,15.772180270545153,1.8745744860119486,12.14784763827639,19.26928001150901
xz,uiq2-4.bin,uiq2-4.bin.csv,datasets\xz\uiq2-4.bin.csv,1999,33,time,2.464285925942095,0.1437502913277094,2.2972325212494833,2.8496771205726588,0.2535990629478315,0.01669504847561069,0.21691347162698396,0.30632221019721045,0.46954434212823887,0.07738597852923128,0.3615230632360323,0.8263638479302167
xz,uiq2-8.bin,uiq2-8.bin.csv,datasets\xz\uiq2-8.bin.csv,1999,33,time,6.476079989701571,0.3279063966686406,5.916300445768488,7.282810966979242,2.124824779741262,0.1953841856355304,1.7798587781415331,2.57181661765873,6.315723464806601,0.9330307430510645,4.772944674604035,8.014298003485269
xz,vmlinux-5.10.tar,vmlinux-5.10.tar.csv,datasets\xz\vmlinux-5.10.tar.csv,1999,33,time,2.0003808058790056,0.1189984516193225,1.7980215100123444,2.3282313406528132,0.15182798336890754,0.008391312553243132,0.13820981279761935,0.1685291310515874,0.23564340711546122,0.02515756470376956,0.20313741644815,0.2924214256067446
z3,AUFNIRA_z3.637557.smt2,AUFNIRA_z3.637557.smt2.csv,datasets\z3\AUFNIRA_z3.637557.smt2.csv,1010,12,time,0.36770078432958614,0.013346585109229536,0.34123162425041154,0.39973290029610836,0.29769277777776854,0.02021284824023273,0.27207392739272923,0.34560033003299967,0.5691235119762088,0.0318909340075072,0.5246699715153388,0.6427462038133557
z3,LRA_formula_277.smt2,LRA_formula_277.smt2.csv,datasets\z3\LRA_formula_277.smt2.csv,1010,12,time,0.3329424312502723,0.0258534801913799,0.28562310295348536,0.3985526590423721,0.009137157590758067,0.0006548554816598958,0.007860726072606107,0.010762706270626221,0.01618027944649315,0.001338540985526716,0.012652021779759473,0.018724095416733345
z3,QF_AUFBV_891_sqlite3.smt2,QF_AUFBV_891_sqlite3.smt2.csv,datasets\z3\QF_AUFBV_891_sqlite3.smt2.csv,1010,12,time,4.465928717303503,2.64104124971388,1.5908246775823471,10.40931735168029,0.4287155564723124,0.06478840022976846,0.291693729372939,0.5609100660065974,1.1783897811188642,0.2232728529592383,0.7365664679105067,1.5592920048622556
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,datasets\z3\QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,1010,12,time,0.423472256399315,0.01611528331359886,0.3824170251848936,0.4504057303768945,0.03627957645764541,0.0015141183508840875,0.032803135313530525,0.038543729372937895,0.054637301251591844,0.0022204298589229682,0.05014513202372254,0.05883164217036627
z3,QF_BV_bench_3176.smt2,QF_BV_bench_3176.smt2.csv,datasets\z3\QF_BV_bench_3176.smt2.csv,1010,12,time,0.9033479065128635,0.09858471833501133,0.7385937151636444,1.2027778680329604,1.5115893270993817,0.47294710396064854,1.128717986798686,3.9032547854785316,3.8979243834426187,2.597351133624503,2.9684069325208458,17.587775070414345
